Date,Away,Home,Algo proj,Away proj,Home proj,Away odds,Home odds,Diff away,Diff home,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won
7-8-2009,baltimore-orioles,seattle-mariners,-57.68%,136,-136,106,-125,30,11,$100,$80.0,$0,$100,$80.0,$0,,,,,,
7-8-2009,oakland-athletics,boston-red-sox,-59.13%,145,-145,152,-185,7,40,$100,$152.0,$0,,,,,,,,,
7-8-2009,cleveland-indians,chicago-white-sox,-55.43%,124,-124,129,-151,5,27,$100,$129.0,$0,,,,,,,,,
7-8-2009,cincinnati-reds,philadelphia-phillies,-56.58%,130,-130,125,-149,5,19,,,,,,,,,,,,
7-8-2009,kansas-city-royals,detroit-tigers,-57.94%,138,-138,-136,116,74,54,$100,$115.99999999999999,$216.0,$100,$115.99999999999999,$216.0,$100,$115.99999999999999,$216.0,$100,$115.99999999999999,$216.0
7-8-2009,pittsburgh-pirates,houston-astros,-53.61%,116,-116,146,-169,30,53,$100,$146.0,$0,,,,,,,,,
7-8-2009,texas-rangers,los-angeles-angels,-52.0%,108,-108,122,-142,14,34,$100,$122.0,$222.0,,,,,,,,,
7-8-2009,new-york-yankees,minnesota-twins,53.97%,-117,117,-156,131,39,14,$100,$131.0,$0,,,,,,,,,
7-8-2009,toronto-blue-jays,tampa-bay-rays,-57.68%,136,-136,139,-163,3,27,$100,$139.0,$0,,,,,,,,,
,,,,,,,,,,$900,$-462.0,-51.33333333333333%,$200,$16.0,8.0%,$100,$116.0,115.99999999999999%,$100,$116.0,115.99999999999999%
,,,,,,,,,,,,,,,,,,,,,,,,
7-9-2009,atlanta-braves,colorado-rockies,-53.94%,117,-117,114,-133,3,16,,,,,,,,,,,,
7-9-2009,kansas-city-royals,boston-red-sox,-60.09%,151,-151,177,-208,26,57,$100,$177.0,$277.0,,,,,,,,,
7-9-2009,cleveland-indians,chicago-white-sox,-57.44%,135,-135,106,-126,29,9,$100,$79.36507936507937,$0,$100,$79.36507936507937,$0,,,,,,
7-9-2009,cincinnati-reds,philadelphia-phillies,-56.13%,128,-128,136,-156,8,28,$100,$136.0,$0,,,,,,,,,
7-9-2009,new-york-yankees,minnesota-twins,54.28%,-119,119,-104,-108,15,27,$100,$96.15384615384615,$196.15384615384613,$100,$96.15384615384615,$196.15384615384613,,,,,,
7-9-2009,san-diego-padres,san-francisco-giants,-60.87%,156,-156,234,-285,78,129,$100,$234.0,$0,,,,,,,$100,$234.0,$0
7-9-2009,texas-rangers,seattle-mariners,54.13%,-118,118,152,-181,70,99,$100,$152.0,$0,$100,$152.0,$0,$100,$152.0,$0,$100,$152.0,$0
7-9-2009,toronto-blue-jays,tampa-bay-rays,-59.28%,146,-146,-125,106,71,52,$100,$106.0,$206.0,$100,$106.0,$206.0,$100,$106.0,$206.0,$100,$106.0,$206.0
,,,,,,,,,,$700,$-20.84615384615381,-2.9780219780219728%,$400,$2.153846153846132,0.538461538461533%,$200,$6.0,3.0%,$300,$-94.0,-31.333333333333336%
,,,,,,,,,,,,,,,,,,,,,,,,
7-10-2009,atlanta-braves,colorado-rockies,-54.98%,122,-122,129,-149,7,27,$100,$129.0,$229.0,,,,,,,,,
7-10-2009,toronto-blue-jays,baltimore-orioles,51.18%,-105,105,-111,-108,6,13,,,,,,,,,,,,
7-10-2009,kansas-city-royals,boston-red-sox,-59.62%,148,-148,221,-256,73,108,$100,$221.0,$0,,,,,,,$100,$221.0,$0
7-10-2009,cincinnati-reds,new-york-mets,51.54%,-106,106,-102,-119,4,25,$100,$98.0392156862745,$198.0392156862745,$100,$98.0392156862745,$198.0392156862745,,,,,,
7-10-2009,cleveland-indians,detroit-tigers,-59.81%,149,-149,123,-144,26,5,$100,$69.44444444444444,$169.44444444444446,$100,$69.44444444444444,$169.44444444444446,,,,,,
7-10-2009,new-york-yankees,los-angeles-angels,53.8%,-116,116,-129,110,13,6,,,,,,,,,,,,
7-10-2009,oakland-athletics,tampa-bay-rays,-59.73%,148,-148,141,-166,7,18,,,,,,,,,,,,
7-10-2009,pittsburgh-pirates,philadelphia-phillies,-54.98%,122,-122,148,-172,26,50,$100,$148.0,$0,,,,,,,,,
7-10-2009,san-diego-padres,san-francisco-giants,-61.3%,158,-158,124,-147,34,11,$100,$68.02721088435375,$168.02721088435374,$100,$68.02721088435375,$168.02721088435374,,,,,,
7-10-2009,texas-rangers,seattle-mariners,50.7%,-103,103,-116,-104,13,7,,,,,,,,,,,,
,,,,,,,,,,$600,$164.51087101507267,27.418478502512112%,$300,$235.51087101507267,78.50362367169089%,$0,$0,0%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-11-2009,atlanta-braves,colorado-rockies,-53.73%,116,-116,100,-119,16,3,,,,,,,,,,,,
7-11-2009,toronto-blue-jays,baltimore-orioles,55.64%,-125,125,-123,102,2,23,$100,$81.30081300813008,$0,$100,$81.30081300813008,$0,,,,,,
7-11-2009,kansas-city-royals,boston-red-sox,-59.98%,150,-150,154,-181,4,31,$100,$154.0,$0,,,,,,,,,
7-11-2009,cincinnati-reds,new-york-mets,52.14%,-109,109,120,-142,29,51,$100,$120.0,$0,$100,$120.0,$0,$100,$120.0,$0,,,
7-11-2009,cleveland-indians,detroit-tigers,-61.48%,160,-160,104,-126,56,34,$100,$79.36507936507937,$0,$100,$79.36507936507937,$0,,,,,,
7-11-2009,new-york-yankees,los-angeles-angels,52.98%,-113,113,-107,-112,6,25,$100,$93.45794392523364,$0,$100,$93.45794392523364,$0,,,,,,
7-11-2009,oakland-athletics,tampa-bay-rays,-60.3%,152,-152,164,-185,12,33,$100,$164.0,$264.0,,,,,,,,,
7-11-2009,pittsburgh-pirates,philadelphia-phillies,-56.29%,129,-129,211,-256,82,127,$100,$211.0,$0,,,,,,,$100,$211.0,$0
7-11-2009,san-diego-padres,san-francisco-giants,-61.76%,162,-162,206,-243,44,81,$100,$206.0,$0,,,,,,,,,
7-11-2009,texas-rangers,seattle-mariners,54.19%,-118,118,-103,-113,15,31,$100,$97.08737864077669,$0,$100,$97.08737864077669,$0,,,,,,
,,,,,,,,,,$900,$-636.0,-70.66666666666667%,$500,$-500,-100.0%,$100,$-100,-100.0%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-16-2009,new-york-mets,atlanta-braves,-53.08%,113,-113,173,-196,60,83,$100,$173.0,$0,,,,,,,$100,$173.0,$0
7-16-2009,milwaukee-brewers,cincinnati-reds,50.64%,-103,103,108,-126,11,29,$100,$108.0,$208.0,$100,$108.0,$208.0,$100,$108.0,$208.0,,,
7-16-2009,seattle-mariners,cleveland-indians,54.0%,-117,117,172,-204,89,121,$100,$172.0,$0,$100,$172.0,$0,$100,$172.0,$0,$100,$172.0,$0
7-16-2009,colorado-rockies,san-diego-padres,58.43%,-141,141,-133,114,8,27,$100,$75.18796992481202,$175.18796992481202,$100,$75.18796992481202,$175.18796992481202,,,,,,
7-16-2009,los-angeles-angels,oakland-athletics,56.29%,-129,129,104,-121,33,50,$100,$104.0,$204.0,$100,$104.0,$204.0,$100,$104.0,$204.0,,,
7-16-2009,houston-astros,los-angeles-dodgers,-58.37%,140,-140,137,-158,3,18,,,,,,,,,,,,
7-16-2009,philadelphia-phillies,miami-marlins,-51.11%,105,-105,100,-121,5,16,,,,,,,,,,,,
